FILO,CLASSE,ORDEM,FAMÍLIA,ESPÉCIES,Sigla,,PrnB,PrnC,PrnD
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus paracasei ATCC 334,FL,A,A,A,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus paracasei subsp. paracasei JCM 8130,FL,A,A,A,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus paracollinoides TMW 1.1994 ,FL,A,A,ANZ63572.1/ANZ65295.1/ANZ60421.1/ANZ65282.1/ANZ61107.1/ANZ67028.1,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus plantarum WCFS1,FL,A,A,WP_003646444.1/GAP04070.1/GAK30470.1/WP_011102097.1/GAP02338.1/GAP01268.1,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus reuteri DSM 20016,FL,A,A,WP_011953527.1/WP_003667450.1,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus rhamnosus GG (ATCC 53103),FL,A,A,GAP02795.1,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus ruminis ATCC 27782,FL,A,A,WP_014072979.1/WP_014074304.1,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus sakei FAM18311,FL,A,A,A,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus salivarius UCC118,FL,A,A,WP_011241776.1/WP_003703251.1,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus sanfranciscensis TMW 1.1304,FL,A,A,A,A
,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus zymae ACA-DC 3411,FL,A,A,A,A
,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus acidilactici ZPA017,FL,A,A,AOW75030.1,A
,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus claussenii ATCC BAA-344,FL,A,A,WP_014214599.1,A
,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus damnosus TMW 2.1535,FL,A,A,A,A
,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus pentosaceus ATCC 25745,FL,A,A,WP_011673003.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc carnosum JB16,FL,A,A,WP_003643772.1/WP_014974697.1/WP_014974695.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc citreum KM20,FL,A,A,WP_012305129.1/WP_004909113.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc gelidum subsp. gasicomitatum LMG 18811,FL,A,A,CBL92026.1/CBL92023.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc kimchii IMSNU 11154,FL,A,A,WP_012304811.1/WP_013103800.1/WP_041773452.1/WP_013102722.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc lactis WiKim40,FL,A,A,ANY11254.1/ANY12109.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,FL,A,A,A,A
,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus oeni PSU-1,FL,A,A,WP_011677821.1/WP_002823382.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Weissella ceti WS105,FL,A,A,AIM63181.1/AIM63685.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Weissella cibaria CH2,FL,A,A,ALI33864.1/ALI33587.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Weissella jogaejeotgali FOL01,FL,A,A,APS42881.1/APS41370.1/APS41074.1/APS41934.1/APS41612.1,A
,Bacilli,Lactobacillales,Leuconostocaceae,Weissella koreensis KACC 15510 ,FL,A,A,WP_006845751.1/WP_013989825.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus garvieae ATCC 49156,FL,A,A,WP_014024169.1/WP_003133585.1/WP_004258118.1/WP_014024756.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus lactis subsp. lactis IL1403,FL,A,A,WP_010905642.1/WP_010905074.1/WP_010905245.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus piscium MKFS47,FL,A,A,WP_047915376.1/WP_047915271.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus agalactiae 2603V/R,FL,A,A,A,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus anginosus C238,FL,A,A,WP_003036866.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus cristatus AS 1.3089,FL,A,A,WP_015604827.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus dysgalactiae subsp. equisimilis AC-2713,FL,A,A,WP_015058035.1/WP_014612518.1/WP_003062210.1/WP_003061131.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus equi subsp. zooepidemicus H70,FL,A,A,A,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus gallolyticus subsp. gallolyticus DSM 16831,FL,A,A,WP_012961466.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus gordonii str. Challis substr. CH1,FL,A,A,A,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus halotolerans HTS9,FL,A,A,WP_062711884.1/WP_062711329.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus himalayensis HTS2,FL,A,A,A,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus iniae YSFST01-82,FL,A,A,AJG26506.1/AJG25770.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus intermedius B196,FL,A,A,WP_003072753.1/WP_048786621.1/WP_021002742.1/WP_117276165.1/WP_096362829.1/WP_102568019.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus marmotae HTS5,FL,A,A,A,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mitis B6,FL,A,A,WP_000958961.1/WP_000272320.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans UA159,FL,A,A,AJD54593.1/WP_002262096.1/WP_002262017.1/WP_002309918.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus pantholopis TA 26,FL,A,A,A,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus parasanguinis ATCC 15912,FL,A,A,WP_013903362.1/WP_013904748.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus parauberis KCTC 11537,FL,A,A,WP_003107510.1/WP_013794446.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus pneumoniae R6,FL,A,A,WP_000958943.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus pyogenes M1 GAS,FL,A,A,A,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius NCTC 8618,FL,A,A,A,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus sanguinis SK36,FL,A,A,WP_011836731.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis BM407 ,FL,A,A,WP_011922747.1/WP_012028034.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus JIM 8232,FL,A,A,WP_011227227.1/WP_011226467.1/WP_002951656.1,A
,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus uberis 0140J ,FL,A,A,WP_015911732.1/WP_012658236.1,A
,Clostridia,Clostridiales,?,Anaerococcus mediterraneensis Marseille-P2765,FC,A,A,WP_072536428.1/WP_072536425.1/WP_072537333.1/WP_072536782.1,A
,Clostridia,Clostridiales,?,Anaerococcus prevotii DSM 20548 ,FC,A,A,WP_015777257.1/WP_015778409.1/WP_015778646.1/WP_015778009.1,A
,Clostridia,Clostridiales,?,Flavonifractor plautii YL31,FC,A,A,ANU42835.1/ANU42345.1/ANU41121.1,A
,Clostridia,Clostridiales,?,Finegoldia magna ATCC 29328,FC,A,A,WP_002837510.1/WP_012290317.1,A
,Clostridia,Clostridiales,?,Intestinimonas butyriciproducens AF211,FC,A,A,ALP92497.1/ALP95009.1/ALP94468.1/ALP94764.1,A
,Clostridia,Clostridiales,?,Symbiobacterium thermophilum IAM 14863,FC,A,A,BAD40747.1/WP_043713836.1/BAD39412.1/WP_050742058.1,WP_011196165.1
,Clostridia,Clostridiales,?,Thermaerobacter marianensis DSM 12885,FC,A,A,WP_013495536.1/WP_013495193.1/WP_013496258.1/WP_013495024.1,WP_013496424.1
,Clostridia,Clostridiales,Christensenellaceae,Christensenella massiliensis Marseille-P2438,FC,A,A,A,A
,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus metalliredigens QYMF,FC,A,A,WP_012062232.1/WP_012064927.1/WP_012064677.1/WP_012062577.1/WP_012065621.1/WP_012062578.1,A
,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus oremlandii OhILAs,FC,A,A,WP_012158995.1/WP_012159132.1/WP_012158813.1/WP_012159421.1/WP_083757175.1/WP_012158464.1/WP_012160548.1/ABW19908.1,WP_012158473.1
,Clostridia,Clostridiales,Clostridiaceae,Clostridium aceticum DSM 1496,FC,A,A,WP_044825538.1/WP_044825551.1/WP_044825615.1/WP_044825374.1/WP_044825115.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium acetobutylicum ATCC 824,FC,A,A,WP_010890698.1/WP_010965468.1/WP_010963341.1/WP_010964632.1/WP_010966678.1/WP_010965885.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium argentinense 89G,FC,A,A,ARC83303.1/ARC83967.1/ARC85760.1/ARC83743.1/ARC86930.1/ARC83520.1/ARC87090.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium autoethanogenum DSM 10061,FC,A,A,WP_013240610.1/WP_023162105.1/WP_023161864.1/WP_013239977.1/WP_023162334.1/WP_013236725.1/WP_013240854.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium baratii str. Sullivan,FC,A,A,WP_039312482.1/WP_039315047.1/WP_039311466.1/AIY85006.1/WP_039311167.1/WP_039312576.1/WP_039312341.1/WP_039312264.1/WP_052139546.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium beijerinckii NCIMB 14988,FC,A,A,AJH00149.2/AMK50362.1/AJG97365.1/AJG96705.1/AJH00008.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium bornimense M2/40 type strain,FC,A,A,WP_044037397.1/WP_044038425.1/WP_044038423.1/WP_044037067./WP_044039571.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium botulinum A str. ATCC 3502,FC,A,A,WP_011948886.1/WP_011949063.1/WP_011948739.1/WP_011986715.1/WP_011986979.1/WP_011947905.1/WP_011986285.1/WP_012048336.1/WP_011986645.1/WP_011986666.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium botulinum A str. Hall,FC,A,A,A,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium botulinum B str. Eklund 17B (NRP),FC,A,A,ACD21881.1/ACD22202.1/ACD23734.1/ACD23402.1/ACD23960.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium botulinum BKT015925,FC,A,A,WP_013725612.1/WP_013726693.1/WP_013726519.1/WP_019278634.1/AEB76349.1/WP_013726388.1/WP_013725891.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium butyricum KNU-L09,FC,A,A,ALR90436.1/ALP89612.1/ALP89706.1/ALP89697.1/ALP88896.1/ALR90472.1/ALP90939.1/ALP89246.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium carboxidivorans P7,FC,A,A,EET84134.1/WP_007063300.1/EFG86084.1/EET84094.1/WP_007063970.1/WP_048029919.1/WP_007063763.1/WP_007060571.1/WP_007065023.1/EET87202.1/WP_007063121.1/WP_007062868.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium cellulovorans 743B,FC,A,A,WP_010074480.1/WP_010076898.1/WP_013291565.1/WP_010073684.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium chauvoei JF4335,FC,A,A,WP_021874786.1/WP_021874701.1/WP_021875703.1/WP_021876434.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium estertheticum subsp. estertheticum DSM 8809,FC,A,A,WP_071614795.1/WP_071612763.1/WP_071611715.1/WP_071610921.1/WP_071614378.1/WP_071611755.1,WP_071612782.1
,Clostridia,Clostridiales,Clostridiaceae,Clostridium formicaceticum ATCC 27076,FC,A,A,WP_070964663.1/WP_070972158.1/WP_070966717.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium kluyveri DSM 555,FC,A,A,WP_012103768.1/WP_012102394.1/WP_011989314.1/WP_012102915.1/WP_011989311.1/WP_012102193.1/WP_011988624.1/WP_012104233.1/WP_012103947.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium novyi NT,FC,A,A,WP_011723057.1/WP_011723258.1/WP_011722919.1/WP_011722529.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium pasteurianum BC1,FC,A,A,WP_015614238.1/WP_015615329.1/WP_015614264.1/WP_015617431.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium pasteurianum DSM 525 = ATCC 6013,FC,A,A,WP_003441344.1/WP_003442745.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium perfringens ATCC 13124,FC,A,A,WP_011590181.1/WP_003458179.1/WP_011010917.1/WP_003456576.1/WP_011590368.1/WP_003451018.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium saccharobutylicum DSM 13864,FC,A,A,WP_022749668.1/WP_022744181.1/WP_022747151.1/WP_022743392.1/WP_022746944.1/WP_022744794.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium saccharoperbutylacetonicum N1-4(HMT),FC,A,A,AGF58821.1/AGF58663.1/AGF58661.1/AGF59554.1/AGF58143.1/AGF53855.1/AGF54760.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium taeniosporum 1/k,FC,A,A,WP_069680531.1/WP_069680015.1/WP_069680613.1/WP_069679369.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium tetani E88,FC,A,A,WP_011099992.1/WP_035111954.1/WP_035124818.1/WP_035124337.1/WP_035111901.1/AAO36886.1/WP_035124555.1/AAO36548.1,A
,Clostridia,Clostridiales,Clostridiaceae,Clostridium tyrobutyricum KCTC 5387,FC,A,A,AND84545.1/AND85896.1/AND83867.1/AND83492.1/AND85875.1/AND83281.1/AND85011.1/AND86294.1,A
,Clostridia,Clostridiales,Clostridiaceae,Geosporobacter ferrireducens IRF9,FC,A,A,AOT72898.1/AOT70483.1/AOT72411.1/AOT70317.1/AOT69392.1/AOT69285.1/AOT72884.1/AOT70425.1/AOT70743.1/AOT71988.1/AOT71463.1,A
,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium woodii DSM 1030,FC,A,A,WP_014357127.1/WP_014354818.1/WP_014357100.1/WP_014355317.1/WP_014355225.1/WP_014355121.1/WP_014356813.1/WP_014357129.1/WP_014357845.1/WP_014355644.1/WP_014356434.1,WP_014356508.1
,Clostridia,Clostridiales,Eubacteriaceae,[Eubacterium] eligens ATCC 27750,FC,A,A,CUQ82975.1/WP_012740131.1/WP_118265845.1/WP_118149057.1/WP_118009932.1/CUQ79005.1/WP_118351394.1/WP_119225975.1/WP_055214617.1/WP_118264947.1/WP_118148215.1/WP_118362361.1/WP_118351056.1/OLA20311.1/WP_118009484.1/WP_118390661.1/WP_055287711.1/CUQ78981.1/WP_118265679.1/WP_118363143.1,A
,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium limosum ATCC 8486,FC,A,A,WP_133966591.1/WP_052237462.1/WP_074616117.1/WP_133967938.1/WP_133964541.1/PWW57937.1/WP_052237305.1/WP_133967526.1/WP_074616130.1/WP_133969385.1/WP_074617924.1,A
,Clostridia,Clostridiales,Eubacteriaceae,[Eubacterium] rectale ATCC 33656,FC,A,A,AWP_118371975.1,A
,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium sulci ATCC 35585,FC,A,A,WP_034810876.1/WP_034811074.1/WP_034813534.1/WP_034810956.1/WP_034811870.1/WP_034812830.1,A
,Clostridia,Clostridiales,Heliobacteriaceae,Heliobacterium modesticaldum Ice1,FC,A,A,WP_012281867.1/WP_012282102.1/WP_012283790.1/WP_012283379.1/WP_012282097.1/WP_012282239.1/ABZ83050.1/WP_083764991.1,A
,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium clariflavum DSM 19732,FC,A,A,WP_014256433.1/WP_014255077.1/WP_014256439.1/WP_014255332.1,A
,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium thermocellum ATCC 27405,FC,A,A,WP_004463565.1/WP_003514919.1,A
,Clostridia,Clostridiales,Hungateiclostridiaceae,Mageeibacillus indolicus UPII9-5,FC,A,A,WP_012993630.1/WP_012992992.1,A
,Clostridia,Clostridiales,Hungateiclostridiaceae,Ruminiclostridium cellulolyticum H10,FC,A,A,WP_015924902.1/WP_015925866.1/WP_015924574.1/WP_015925962.1/WP_015924573.1/WP_015924470.1,A
,Clostridia,Clostridiales,Hungateiclostridiaceae,Thermoclostridium stercorarium subsp. stercorarium DSM 8532,FC,A,A,WP_015358229.1/WP_015358241.1,A
,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes hadrus BPB5,FC,A,A,AQP39367.1/AQP40552.1,A
,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum propionicum DSM 1682,FC,A,A,WP_066050049.1/WP_066049093.1,A
,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio hungatei MB2003,FC,A,A,AOZ96127.1/AOZ95627.1/AOZ96515.1,A
,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio proteoclasticus B316,FC,A,A,WP_013281134.1/WP_013279921.1/WP_013280345.1,A
,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum lentocellum DSM 5427,FC,A,A,WP_013657170.1/WP_013655111.1/WP_013655647.1/WP_013658977.1/WP_083801250.1,A
,Clostridia,Clostridiales,Lachnospiraceae,[Clostridium] saccharolyticum WM1,FC,A,A,ADL03757.1/ADL06739.1/ADL04643.1/ADL05236.1/ADL05469.1/ADL06591.1,A
,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium phocaeense Marseille-P3177,FC,A,A,A,A
,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium phytofermentans ISDg,FC,A,A,WP_012198350.1/WP_012201564.1/WP_012199769.1/WP_012201247.1/WP_012199122.1,A
,Clostridia,Clostridiales,Lachnospiraceae,Roseburia hominis A2-183,FC,A,A,WP_014078479.1/WP_014079384.1/WP_014078652.1/,A
,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter valericigenes Sjm18-20,FC,A,A,WP_014118775.1/WP_014116648.1/WP_014116743.1/WP_014120143.1,A
,Clostridia,Clostridiales,Peptococcaceae,Dehalobacter restrictus DSM 9455,FC,A,A,A,A
,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium formicoaceticum DMC,FC,A,A,A,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfallas gibsoniae DSM 7213,FC,A,A,WP_041285354.1/WP_041285132.1/WP_006520552.1/AGL03153.1/AGL01419.1/AGL00053.1/WP_006521913.1/WP_006523886.1/WP_006524447.1/WP_006524741.1/WP_006521304.1/WP_006522195.1/WP_006520996.1/WP_006522024.1/WP_006521903.1/WP_006521907.1/WP_006523676.1/WP_006520966.1/WP_006523700.1/WP_006522179.1/WP_006520411.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium dehalogenans ATCC 51507,FC,A,A,WP_014792873.1/WP_014794064.1/WP_014792670.1/WP_014792134.1,WP_014792161.1
,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium dichloroeliminans LMG P-21439,FC,A,A,WP_015262333.1/WP_015260681.1/WP_015261985.1/WP_015261376.1/WP_015263771.1,WP_015260730.1
,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium hafniense DCB-2,FC,A,A,WP_015945340.1/WP_015942681.1/WP_015943158.1/WP_005811677.1/WP_015943065.1/WP_005809849.1/WP_015942786.1/WP_015942611.1/WP_015945122.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium metallireducens DSM 15288,FC,A,A,WP_006715319.1/WP_006715312.1/WP_006715391.1/WP_006718978.1/WP_006715933.1/WP_006717898.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfofarcimen acetoxidans DSM 771,FC,A,A,WP_083773511.1/ACV64943.1/WP_015756874.1/WP_015758798.1/WP_015756970.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus acidiphilus SJ4,FC,A,A,WP_014827774.1/WP_014826380.1/WP_014827852.1/WP_014827560.1/WP_041276491.1/AFM41638.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus meridiei DSM 13257,FC,A,A,WP_014903074.1/WP_014902199.1/WP_014903343.1/WP_014902108.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus orientis DSM 765,FC,A,A,WP_014185560.1/WP_014186574.1/WP_014186547.1/WP_014185159.1/WP_014184554.1/,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum ferrireducens GSS09,FC,A,A,AQS58246.1/AQS58104.1/AQS58726.1/AQS57892.1/AQS59143.1/AQS58725.1/AQS60473.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum nigrificans CO-1-SRB,FC,A,A,AEF93034.1/WP_013809445.1/WP_041275139.1/WP_041275228.1/AEF95297.1/WP_013809435.1/WP_003543552.1/WP_013809864.1/WP_003544172.1/WP_003543970.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum reducens MI-1,FC,A,A,WP_011876953.1/WP_011876536.1/WP_011876531.1/WP_011877685.1/WP_011877684.1/ABO49966.1/WP_041274874.1/WP_011877927.1/WP_011879608.1/WP_011878205.1,A
,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum ruminis DSM 2154,FC,A,A,WP_013842679.1/WP_013842592.1/WP_013842680.1,A
,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus glycolicus DSM 8271,FC,A,A,WP_013624076.1/WP_013624306.1/WP_013624662.1/WP_013624748.1/,A
,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium sticklandii DSM 519,FC,A,A,CAC14297.1,A
,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides difficile 630,FC,A,A,WP_011861720.1/WP_003416869.1/WP_009898858.1/WP_009897439.1,A
,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor alocis ATCC 35896,FC,A,A,WP_014263155.1/WP_014261929.1/WP_014261928.1/WP_014262247.1/WP_014262649.1/WP_014263235.1,A
,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium acidaminophilum DSM 3953,FC,A,A,WP_038601986.1/WP_025436421.1/AHM57502.1/WP_038601919.1,A
,Clostridia,Clostridiales,Ruminococcaceae,[Clostridium] cellulosi DG5,FC,A,A,WP_045085157.1,A
,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens harbinense YUAN-3,FC,A,A,WP_013486348.1/WP_013485497.1/WP_013484594.1,WP_013486348.1
,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus albus 7 = DSM 20455,FC,A,A,WP_013483740.1,A
,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus bicirculans 80/3,FC,A,A,A,A
,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,FC,A,A,WP_011641507.1/WP_011641842.1/WP_011640883.1,A
,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus lipocalidus DSM 12680,FC,A,A,WP_013174643.1/ADI01013.1/WP_083761926.1/WP_013176471.1/WP_013175059.1/WP_013175557.1/WP_013174355.1/WP_013176282.1/WP_013176328.1,A
,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium hydrogeniformans,FC,A,A,WP_013404804.1/WP_013404616.1/WP_013405670.1/WP_013406127.1/WP_013405795.1/WP_013406336.1/WP_013406013.1/WP_013404749.1,A
,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium praevalens DSM 2228,FC,A,A,ADO76172.1/ADO76853.1,A
,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix orenii H 168 ,FC,A,A,WP_012635592.1/WP_015924068.1/WP_012635174.1,A
,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium arabaticum DSM 5501,FC,A,A,WP_013277424.1/WP_013278909.1/WP_013278033.1/WP_013277061.1/ADL11664.1/WP_013279197.1,A
,Clostridia,Halanaerobiales,Halobacteroidaceae,Halobacteroides halobius DSM 5150,FC,A,A,WP_015327106.1/WP_015326748.1/WP_015326250.1/WP_015327161.1,A
,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius thermophilus JW/NM-WN-LF,FC,A,A,A,A
,Clostridia,Thermoanaerobacterales,?,Caldicellulosiruptor bescii DSM 6725 ,FC,A,A,WP_015907260.1/WP_015907217.1,A
,Clostridia,Thermoanaerobacterales,?,Caldicellulosiruptor saccharolyticus DSM 8903,FC,A,A,WP_011916435.1,A
,Clostridia,Thermoanaerobacterales,?,Mahella australiensis 50-1 BON,FC,A,A,WP_013781025.1/WP_013780523.1/AEE95633.1/WP_041643775.1/WP_013780358.1/WP_013780473.1,A
,Clostridia,Thermoanaerobacterales,?,Thermoanaerobacterium thermosaccharolyticum DSM 571,FC,A,A,WP_013297245.1/WP_013298957.1/WP_013298434.1/WP_013297123.1,A
,Clostridia,Thermoanaerobacterales,?,Thermoanaerobacterium xylanolyticum LX-11,FC,A,A,WP_013787391.1/WP_013787643.1/WP_013788941.1,WP_013787056.1
,Clostridia,Thermoanaerobacterales,?,Thermosediminibacter oceani DSM 16646,FC,A,A,WP_013276321.1/WP_013275080.1/WP_013276964.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Ammonifex degensii KC4 ,FC,A,A,WP_049757121.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter subterraneus subsp. tengcongensis MB4,FC,A,A,WP_011026127.1/WP_009610631.1/WP_009609993.1/WP_011026232.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus hydrogenoformans Z-2901,FC,A,A,WP_011345343.1/WP_011344731.1/WP_011344144.1/WP_011343494.1/WP_011344883.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella thermoacetica ATCC 39073,FC,A,A,WP_011392329.1/WP_011392963.1/WP_011393026.1/WP_011393793.1/WP_011393552.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Tepidanaerobacter acetatoxydans Re1,FC,A,A,WP_013777203.1/WP_013778426.1/WP_013777363.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium phaeum DSM 12270,FC,A,A,WP_015049285.1/AFV11214.1/WP_015049637.1/WP_015050458.1/WP_015049221.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter italicus Ab9,FC,A,A,WP_012995762.1/WP_012995873.1/WP_012994255.1/WP_012995495.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter kivui DSM 2030,FC,A,A,WP_084574235.1/WP_049685727.1/WP_049686100.1/WP_049685441.1,A
,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter wiegelii Rt8.B1,FC,A,A,WP_014063322.1/WP_003870064.1,A
