FILO,CLASSE,ORDEM,FAMÍLIA,ESPÉCIES,Sigla,,PrnB,PrnC,PrnD
,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium zucineum HLK1,AF,WP_012523469.1,A,WP_012522923.1/WP_012520584.1/WP_012522292.1/ACG77120.1/WP_049758129.1,WP_012523687.1/WP_086004026.1
,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus marinus MC-1,AF,A,A,WP_011711990.1/WP_011714059.1/WP_011713115.1/WP_011714488.1,A
,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula bermudensis HTCC2503,AF,A,A,WP_083810960.1/ADM08903.1/WP_013299335.1,WP_013300362.1
,Alphaproteobacteria,Rhizobiales,?,Methyloceanibacter caenitepidi Gela4,AF,A,A,BAQ18379.1/BAQ18611.1/BAQ16491.1/BAQ15700.1/BAQ16155.1/BAQ18554.1/BAQ15695.1/BAQ15581.1,A
,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella endophytica YC6887,AF,A,A,AJY44532.1/AJY47624.1/AJY45250.1/AJY44455.1/AJY47907.1/AJY46401.1/AJY47938.1/AJY44552.1/AJY45549.1/AJY47087.1/AJY46880.1/AJY45888.1/AJY46590.1,AJY45063.1
,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella mediterranea DSM 17316,AF,A,A,WP_079920696.1/AQZ50381.1/WP_018065267.1/WP_018067224.1/WP_018065174.1/WP_018064740.1/WP_018064274.1/WP_018064247.1/WP_018066816.1/WP_018064391.1/AQZ53951.1/WP_018063967.1/WP_018067001.1/WP_018065953.1/WP_018065172.1/WP_018064073.1,WP_018063031.1/WP_018065875.1/WP_018063361.1
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella ancashensis 20.00,AF,A,A,ALE03935.1/ALE02830.1/ALE03263.1,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella apis BBC0178,AF,AQT43287.1,A,AQT42412.1/AQT43680.1/AQT41885.1/AQT41959.1/AQT43166.1,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella australis Aust/NH1,AF,A,A,A,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella bacilliformis KC583,AF,A,A,WP_005767593.1/WP_005765845.1/WP_005766670.1/WP_005766195.1/WP_005765717.1,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella clarridgeiae 73,AF,A,A,WP_013544586.1/WP_013545582.1/WP_013545584.1/WP_013544939.1/WP_013544625.1/WP_013545650.1,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella grahamii as4aup ,AF,A,A,WP_012755002.1/WP_015856284.1/WP_015857101.1/WP_012754779.1,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella henselae str. Houston-1,AF,A,A,WP_011180507.1/WP_011181062.1/WP_011180326.1/WP_011181412.1,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella quintana str. Toulouse,AF,A,A,WP_011179279.1/WP_011179091.1/WP_011179670.1/WP_011179952.1,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella tribocorum CIP 105476,AF,A,A,WP_012231418.1/WP_012232509.1/WP_012232225.1/WP_012232614.1,A
,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella vinsonii subsp. berkhoffii str. Winnie,AF,A,A,WP_041578566.1/AGF75652.1/WP_015399240.1/WP_010705838.1/WP_015398808.1,A
,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia indica subsp. indica ATCC 9039,AF,A,A,WP_012383500.1/WP_012382955.1/WP_012383929.1/WP_012384737.1/WP_012384402.1,WP_012385691.1/WP_012383576.1/WP_012385450.1
,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella silvestris BL2,AF,A,A,WP_012592360.1/WP_012589255.1/WP_012591862.1/WP_012589431.1/WP_012592279.1/WP_012592567.1/,WP_012592705.1/WP_012590496.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea vaviloviae Vaf18,AF,A,A,AOO85081.1/AOO84208.1/AOO81317.1/AOO81413.1/AOO79586.1/AOO79585.1/AOO84708.1/AOO84145.1/AOO82598.1/AOO80219.1/AOO81972.1/AOO84243.1/AOO80216.1,AOO79395.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium diazoefficiens USDA 110 ,AF,A,A,WP_011085311.1/WP_011089843.1/WP_011084583.1/AND93965.1/WP_011086148.1/WP_011085722.1/AND89515.1/WP_011086995.1/WP_011090376.1/AND92579.1/AND87820.1/WP_011089544.1/WP_011083948.1/WP_011088040.1/WP_011083719.1,WP_011083890.1/WP_011087687.1/WP_011083760.1/WP_038967370.1/WP_011085177.1/AND93964.1/WP_011086142.1/AND93922.1/WP_011085767.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium icense LMTR 13,AF,A,A,ANW03152.1/ANW00045.1/ANW01386.1/ANW03685.1/ANW02732.1/ANW05141.1/ANV99531.1/ANW03987.1/ANW01996.1/ANW05575.1/ANW06082.1/ANW01465.1/ANV99815.1/ANW05802.1/ANW05242.1/ANW03561.1/ANW01007.1/ANW02102.1,ANW04810.1/ANV99946.1/ANV99056.1/ANW05063.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium japonicum USDA 6 ,AF,A,A,WP_014497348.1/WP_028169840.1/WP_014492453.1/WP_014496486.1/WP_014495018.1/WP_014495132.1/WP_011084583.1/BAL07190.1/WP_014495277.1/WP_014492740.1/WP_014491334.1/WP_014497574.1/WP_014492975.1/WP_014495647.1/WP_014494494.1,WP_014491272.1/WP_014494849.1/WP_039228524.1/BAL12693.1/BAL07355.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium oligotrophicum S58,AF,A,A,BAM91560.1/WP_042340966.1/WP_015668576.1/WP_015666406.1/WP_015669276.1/WP_015665106.1/WP_015665693.1/WP_015668426.1/WP_015668406.1/WP_015666659.1/WP_015664467.1/WP_015667463.1/WP_015665447.1/WP_015665319.1/WP_015668988.1,WP_015663948.1/WP_015665283.1/WP_015668753.1/WP_015669838.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter hamburgensis X14,AF,A,A,WP_011511088.1/WP_011511033.1/WP_041359177.1/ABE63953.1/WP_011508696.1/WP_011511002.1,A
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter winogradskyi Nb-255,AF,A,A,WP_011315798.1/WP_011315070.1/WP_011313416.1/WP_011315405.1,WP_011313898.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Oligotropha carboxidovorans OM5,AF,A,A,WP_012564404.1/WP_012564097.1/WP_012563420.1,WP_012561433.1/WP_012563971.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas palustris BisA53,AF,A,A,WP_011664021.1/WP_011665893.1/WP_011663554.1/WP_011663730.1,A
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas palustris BisB18,AF,A,A,WP_011472170.1/WP_011473718.1/WP_011472929.1/WP_011474849.1/WP_011471756.1/WP_011473581.1/WP_011474996.1/WP_011470750.1,A
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas palustris CGA009,AF,A,A,WP_011160135.1/WP_011157044.1/WP_011156570.1/WP_042441202.1/CAE28954.1/WP_011158412.1/CAE26938.1,WP_011156516.1/WP_011159158.1
,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas palustris HaA2,AF,A,A,WP_011439885.1/WP_011439983.1/WP_041798178.1/ABD06722.1/WP_011441653.1/WP_011439803.1/WP_011441025.1/WP_011442882.1/WP_011443253.1/WP_011440401.1,WP_011441160.1/WP_011439029.1/WP_011440804.1/WP_011442772.1
,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella melitensis bv. 1 str. 16M,AF,A,A,WP_004686260.1/AAL51347.1/WP_002969491.1/AAL53763.1/WP_004686013.1/WP_002965873.1,A
,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum anthropi ATCC 49188,AF,A,A,WP_011983069.1/ABS15785.1/WP_086000498.1/WP_012092603.1/WP_012092751.1/WP_012091145.1/WP_012092291.1,A
,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum pseudogrignonense K8,AF,A,A,ANG96694.1/ANG98697.1/ANG98024.1/ANG97180.1/ANG98738.1/ANG99554.1/ANG97692.1/ANG97449.1/ANG98473.1/,A
,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Blastochloris viridis ATCC 19567,AF,A,A,WP_055037519.1/WP_055037703.1,A
,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium denitrificans ATCC 51888,AF,A,A,WP_081446216.1/ADJ22504.1/WP_013216448.1/WP_013215657.1/WP_013214807.1/WP_013214824.1,WP_013216906.1
,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium nitrativorans NL23,AF,A,A,WP_023786689.1,A
,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium halotolerans B2,AF,A,A,WP_014130049.1/WP_014130150.1/WP_014131240.1/WP_014132918.1/WP_014130146.1,WP_014131486.1
,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium vannielii ATCC 17100,AF,A,A,WP_013418798.1/WP_013418571.1/WP_013421079.1/WP_013419558.1,A
,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium aquaticum MA-22A,AF,A,A,BAQ48608.1/BAQ48194.1/BAQ45842.1/BAQ44272.1/BAQ46176.1/BAQ47013.1/BAQ47813.1,BAQ47738.1/BAQ49846.1/BAQ45418.1/BAQ43655.1/BAQ44556.1
,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium nodulans ORS 2060,AF,A,A,WP_015930547.1/WP_012631210.1/WP_015933183.1/WP_012634302.1/WP_015934183.1/WP_015927907.1/WP_015932494.1/WP_012634401.1/WP_015929535.1/WP_015930509.1/WP_015930316.1/WP_015930233.1,WP_015934112.1/WP_015932441.1/WP_015933408.1/WP_015930016.1
,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium radiotolerans JCM 2831,AF,A,A,WP_012321433.1/WP_012318494.1/WP_012319362.1/WP_012317274.1/WP_012317378.1/WP_041372692.1/ACB25289.1/WP_012318261.1/ACB22314.1,WP_012320558.1/WP_012329574.1
,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylorubrum populi BJ001,AF,A,A,WP_012452024.1/WP_012453156.1/WP_012456384.1/WP_012451974.1/WP_012455069.1,WP_012453021.1/WP_012453161.1/WP_012452561.1
,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis bryophila S285,AF,A,A,ARN80634.1/ARN82358.1/ARN81003.1/ARN80258.1,ARN81721.1
,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter aminovorans KCTC 2477,AF,A,A,WP_067957052.1/WP_131922392.1/WP_115733987.1/WP_067967574.1/WP_067968063.1/WP_067960970.1/WP_067958282.1/WP_115731658.1/WP_115730883.1/WP_115734603.1/WP_067969800.1/WP_115734222.1/WP_067956867.1/WP_115730453.1/WP_067968818.1/WP_067969102.1/WP_067955457.1/WP_067959709.1/WP_115733248.1/WP_115733736.1/WP_067970273.1,WP_115734595.1/WP_067967552.1/AMS44557.1/WP_115730621.1/WP_115732500.1/SUU90518.1/WP_115732803.1/AMS43009.1/WP_083948612.1/WP_067957491.1/SUU91156.1/WP_115733927.1/AMS43708.1/WP_067966946.1/WP_067969242.1
,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium ciceri biovar biserrulae WSM1271,AF,A,A,WP_013533509.1/WP_013533249.1/WP_013531181.1/WP_013530602.1/WP_013531485.1/WP_013525090.1/WP_013531141.1/WP_013528785.1/WP_013532194.1/WP_013529943.1,WP_013530418.1/WP_013529898.1/WP_013530832.1/WP_013528358.1/WP_013530461.1
,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor basaltis RR3-28,AF,A,A,A,WP_075996792.1/WP_036482180.1/WP_075997112.1
,Alphaproteobacteria,Rhizobiales,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici RIPI110,AF,A,A ,ARQ00992.1/ARP97795.1/ARQ00244.1/ARQ00735.1/ARQ00498.1/ARP98675.1/ARP99635.1/ARQ01162.1/ARP99351.1,ARQ02625.1/ARQ02036.1/ARP97804.1/ARP98031.1/ARP99252.1/ARP98663.1/ARQ02928.1/ARQ03197.1/ARQ03197.1/ARP99813.1/ARP97700.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium fabrum str. C58,AF,A,A,WP_010973790.1/WP_010973396.1/WP_010971781.1/WP_010973724.1/WP_010973011.1/WP_010972543.1/WP_010973292.1/WP_010971871.1/WP_010971004.1,WP_003519747.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium vitis S4 ,AF,A,A,WP_012650617.1/WP_015916955.1/WP_015916189.1/WP_015918517.1/WP_015916635.1/WP_015915931.1/ACM36962.1/WP_041698070.1/WP_015917051.1/ACM39633.1/WP_080517079.1/WP_012653997.1/WP_015917600.1/WP_015914993.1/WP_015915020.1,WP_012653791.1/WP_012654175.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer adhaerens Casida A,AF,A,A,KDP71453.1/KDP71217.1/KDP74071.1/KDP75510.1/KDP72890.1/KDP70591.1/KDP72853.1/KDP75858.1/KDP73066.1/KDP73387.1/KDP72600.1/KDP74138.1,KDP72243.1/KDP75944.1/ANK76351.1/KDP71780.1/KDP71725.1/KDP71773.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter crescens BT-1,AF,A,A,AGA65096.1/WP_015272979.1/WP_015272958.1/WP_015272421.1,A
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium galegae bv. orientalis str. HAMBI 540,AF,A,A,WP_041365317.1/WP_038591237.1/WP_038586240.1/WP_065814458.1/WP_041365037.1/WP_041365492.1/WP_038583744.1/WP_041365786.1/CDN48907.1/WP_038592406.1/WP_038587554.1/CDN51727.1/WP_038583749.1/WP_041364215.1,WP_041364807.1/CDN49587.1/WP_038545923.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium etli CFN 42,AF,A,A,WP_011428748.1/WP_011425020.1/WP_011428648.1/WP_008536548.1/ABC90638.1/WP_042117909.1/ABC89521.1/WP_011425291.1/WP_042118311.1/WP_011428124.1/WP_011425302.1/WP_011428741.1/WP_011428134.1,WP_011427719.1/WP_011428298.1/ABC90576.1/WP_086005020.1/WP_011425890.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium gallicum bv. gallicum R602,AF,A,A,AJD43783.1/AJD44395.1/AJD40529.1/AJD40128.1/AJD40587.1/AJD40205.1/AJD44649.1/AJD39999.1/AJD41071.1/AJD45374.1,AJD44700.1/AJD45478.1/AJD44543.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium leguminosarum bv. trifolii WSM1689,AF,A,A,WP_025397933.1/WP_025394166.1/WP_025394460.1/WP_025397118.1/WP_025396577.1/WP_025397462.1/WP_025393190.1/WP_025394349.1/WP_025396368.1/WP_025394470.1,WP_025398346.1/WP_003548266.1/WP_018073330.1/WP_025395114.1/WP_025397063.1/WP_025398399.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium leguminosarum bv. trifolii WSM2304,AF,A,A,WP_012555964.1/WP_012557391.1/WP_012559929.1/WP_012557592.1/WP_012557084.1/WP_041671708.1/ACI54801.1/WP_012556629.1/WP_012559456.1/WP_012555496.1,WP_012555536.1/WP_012555387.1/ACI54745.1/WP_037073151.1/WP_012559971.1/WP_012556122.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium tropici CIAT 899,AF,A,A,WP_051043182.1/AGB69665.1/ENN84593.1/WP_015343776.1/WP_015340910.1/WP_015342579.1/ENN89881.1/ENN87225.1/ENN84640.1/WP_015339246.1/ENN84885.1/WP_015340908.1/ENN85425.1/WP_015339709.1/ENN86973.1/WP_015343681.1/WP_015340851.1/WP_015338850.1/WP_004126038.1/WP_015342053.1/ENN84616.1/WP_015343675.1,ENN86861.1/WP_015342301.1/ENN85077.1/WP_015343413.1/WP_015343072.1/ENN85676.1/ENN84679.1/WP_015342544.1/ENN84719.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium fredii NGR234 ,AF,WP_010875123.1,A,WP_010875162.1/WP_012709638.1/WP_012707947.1/WP_012709788.1/WP_012706905.1/WP_015886798.1/WP_012707994.1/AAQ87591.1/WP_015886788.1/WP_015887393.1/WP_012707981.1/WP_015886752.1/WP_015886768.1/WP_012706941.1,WP_015887786.1/WP_015887236.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium medicae WSM419,AF,A,A,WP_011970922.1/WP_012067255.1/WP_012067371.1/WP_011975617.1/WP_011970769.1/WP_011970451.1/WP_011975577.1/WP_011969245.1/WP_011969829.1/WP_011974576.1/WP_012067490.1/WP_012066915.1/WP_012061566.1/WP_011969620.1/WP_012061781.1/WP_011974512.1/WP_011969248.1/WP_011974548.1/WP_011975281.1,WP_011970672.1/WP_012061915.1/WP_012061457.1
,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium meliloti 1021,AF,A,A,WP_003532765.1/WP_010970481.1/WP_010970554.1/WP_010968760.1/WP_010967976.1/WP_010969387.1/WP_010968019.1/WP_003537057.1/WP_010975360.1/WP_010968148.1/WP_010968132.1/WP_010969248.1/WP_010975665.1/WP_010968344.1/WP_010967746.1,WP_010967786.1/WP_010975439.1/WP_004434827.1/WP_010968075.1
,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum lavamentivorans DS-1,AF,A,A,WP_012110400.1/WP_012112207.1/WP_012109824.1/WP_012109825.1/WP_012111418.1,WP_012109863.1/WP_012110685.1/ABS63567.1/WP_083762548.1
,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium caulinodans ORS 571,AF,A,A,WP_012171972.1/CAA39093.1/WP_012172749.1/WP_012171406.1/WP_081434040.1/BAF89552.1/WP_012169766.1/WP_012170561.1/WP_012169769.1,A
,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya novella DSM 506,AF,A,A,WP_013166770.1/WP_041782183.1/WP_013167683.1/ADH89422.1/WP_041782113.1/WP_013166843.1/WP_013165298.1/WP_013168490.1/WP_013166851.1/WP_013165226.1/WP_013166469.1/WP_013166599.1,A
,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter autotrophicus Py2,AF,A,A,WP_012112948.1/WP_011995818.1/WP_012114255.1/WP_012114890.1/WP_012112840.1/WP_012114239.1/WP_012112815.1/WP_012114686.1/WP_012114692.1/WP_012114675.1,WP_012113066.1
,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia baltica ATCC 49814 ,AF,WP_015828289.1/WP_015828290.1/WP_015828281.1/WP_015828280.1/WP_015828619.1/WP_015828283.1/WP_012778255.1,A,WP_015827139.1/WP_015828411.1/WP_015826916.1/WP_015828069.1/WP_015827380.1/WP_015828803.1/WP_012777879.1,WP_015828378.1/WP_012778147.1/WP_015828603.1
,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas neptunium ATCC 15444,AF,A,A,WP_011647461.1/WP_011646941.1/WP_011645575.1/WP_011646452.1/WP_011646974.1,WP_011645177.1/WP_011647229.1
,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis maris MCS10,AF,WP_011644664.1/WP_011644654.1/WP_011644653.1/WP_011644663.1/WP_011644651.1/WP_011644652.1,A,WP_011644553.1/WP_011642248.1/WP_011642084.1/WP_011644868.1/WP_011643078.1,WP_011644292.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter indicus P73,AF,A,A,AJE45130.1/AJE44873.1/AJE47141.1/AJE47408.1/AJE45548.1/AJE47642.1,AJE47590.1/AJE45768.1/AJE47683.1/AJE45766.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter marinus IMCC 12053,AF,A,A,ALI56214.1/ALI55871.1/ALI54279.1/ALI56988.1/ALI54229.1,ALI56537.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas alba cai42,AF,A,A,AMY67549.1/AMY70451.1/AMY68408.1/AMY69309.1/AMY70627.1/AMY70463.1/AMY70053.1/AMY67414.1/AMY68770.1/AMY70850.1/AMY70435.1,AMY67496.1/AMY68018.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter shibae DFL 12 = DSM 16493,AF,A,A,WP_012176744.1/WP_012177712.1/WP_012177236.1/WP_012187208.1/WP_044028357.1/WP_012178557.1/ABV92580.1/WP_012178100.1/WP_012178783.1/WP_012187281.1/WP_012178894.1,WP_012178454.1/WP_012178340.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium mobile F1926,AF,A,A,WP_046002770.1/WP_046002194.1/WP_046001987.1/WP_046002903.1/WP_046002820.1/WP_046002532.1,WP_005621276.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter arcticus PAMC 20958,AF,A,A,AML52143.1/AML53752.1/AML52178.1/AML52008.1/WP_039001791.1/AML53081.1,A
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium robustum SPU_B003,AF,A,A,ARO13436.1/ARO15954.1/ARO15919.1/ARO15939.1/ARO15281.1/ARO15728.1/ARO14733.1/ARO13899.1,A
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium vulgare WSH-001,AF,A,A,WP_013385505.1/WP_014537425.1/WP_013385648.1/WP_014537448.1/WP_013382902.1/WP_013383484.1/WP_013368568.1/WP_013385623.1/WP_013385531.1/WP_014537856.1/WP_013383354.1,A
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia aggregata RMAR6-6,AF,A,A,AQQ04671.1/AQQ03447.1/AQQ02183.1/AQQ06022.1/AQQ03433.1/AQQ05617.1/AQQ03674.1/AQQ02746.1/AQQ06641.1/AQQ08065.1/AQQ06702.1,AQQ03978.1/AQQ05072.1/AQQ07652.1/AQQ05074.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera methylohalidivorans DSM 14336,AF,A,A,WP_024091970.1/WP_024091509.1/WP_024088418.1/WP_024091866.1/WP_024091663.1/WP_024092729.1/WP_024088622.1/WP_024089497.1/WP_024088935.1,WP_024092723.1/WP_024091323.1/WP_024089687.1/WP_024091488.1/WP_024092832.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum algicola DG 898,AF,A,A,AKO95551.1/WP_048530119.1/WP_048531609.1/WP_048533016.1/WP_082154440.1/AKO96618.1/WP_048530100.1/WP_048532708.1,WP_048535621.1/WP_048534648.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter antarcticus 307,AF,A,A,WP_051068093.1/AGI70095.1/WP_015497996.1/AGI69895.1/WP_044044300.1/AGI69102.1/WP_015502029.1/AGI68427.1,WP_015501527.1/WP_015500353.1/WP_015498069.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter temperatus SB1,AF,A,A,AKS45248.1/AKS46773.1/AKS45100.1/AKS46253.1,AKS44989.1/AKS46462.1/AKS46023.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pannonibacter phragmitetus 31801,AF,A,A,ALV26038.1/ALV28255.1/ALV27555.1/ALV28373.1/ALV27761.1/ALV29868.1/ALV30628.1/ALV30402.1/ALV27444.1/ALV25797.1/ALV29652.1/ALV28504.1/ALV28028.1/ALV30133.1/ALV27771.1/ALV28429.1/ALV30231.1/ALV29910.1/ALV27551.1/ALV28725.1/ALV28058.1/ALV30478.1,ALV26418.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus aminophilus JCM 7686 ,AF,A,A,AGT10668.1/WP_041528121.1/WP_020950224.1/WP_020949002.1/WP_020950838.1/WP_020949059.1/WP_020950548.1,WP_020950692.1/WP_020951925.1/WP_020952437.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus contaminans RKI 16-01929T=LMG 29738T=CCM 8701T=CIP 111112T,AF,A,A,ARJ69348.1/ARJ69461.1/ARJ70272.1/ARJ69186.1/ARJ69308.1,ARJ71002.1/ARJ69166.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus denitrificans PD1222,AF,A,A,WP_011747414.1/WP_011750832.1/WP_011747516.1/WP_011746772.1/WP_081465022.1/ABL69142.1/WP_011749316.1/WP_011749705.1/WP_011749734.1/WP_011751185.1/WP_011747997.1/ABL70852.1/WP_011751113.1/WP_041530309.1,WP_011749712.1/WP_011747502.1/WP_011750677.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus yeei FDAARGOS_252,AF,A,A,ARC38245.1/ARC36751.1/AVI58298.1/ARC37101.1/ARC35258.1/ARC36561.1,ARC36821.1/ARC38510.1/ARC36826.2/ARC36830.1/ARC35089.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca abyssi JLT2014,AF,A,A,APZ50630.1/APZ52877.1/APZ50520.1/APZ53444.1/APZ52840.1/APZ50795.1/APZ53949.1/APZ53523.1,APZ52437.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter gallaeciensis 2.10,AF,WP_014875558.1,A,WP_014876119.1/WP_014876219.1/WP_014875467.1/WP_014874495.1/WP_014873260.1/WP_014873984.1/WP_014875716.1,WP_014889335.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter gallaeciensis DSM 26640,AF,WP_024096262.1,A,WP_024095723.1/WP_024098708.1/WP_024095641.1/WP_024098725.1/AHD11899.1/WP_043939883.1/WP_024098511.1,WP_024099162.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter porticola P97,AF,APG47980.1,A,APG45723.1/APG48594.1/APG46799.1/APG45577.1/APG48790.1/APG48402.1/APG48067.1/APG48932.1,APG49062.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina temperata RCA23,AF,A,A,AII87381.1/AII86375.1/AII86139.1/AII88473.1/AII85776.1/AII88423.1/AII86060.1,AII87238.1/AII88228.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaca barguzinensis alga05,AF,A,A,ATX64733.1/ATX67019.1/ATX64866.1/ATX66290.1/ATX64921.1/ATX67745.1/ATX67125.1/ATX67464.1/ATX66029.1/ATX65925.1/ATX66045.1/ATX65587.1,A
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter capsulatus SB 1003,AF,A,A,WP_013069027.1/WP_013066836.1/WP_013066257.1/WP_013068847.1/WP_013065810.1/WP_013066453.1,A
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter sphaeroides ATCC 17025,AF,A,A,WP_011909783.1/WP_011909842.1/WP_011908063.1/WP_011911086.1/WP_011908057.1/WP_011910283.1/WP_011908887.1/WP_011909270.1/WP_011910507.1/WP_011909431.1,A
